key,0,1,2,3,4,5,6,7,8
121,"奧諾魯瓦
 ",0,"0",0,0,1,0,0,"「啊——我該怎麼辦才好……<hex:02100103>這個勢頭讓我有種超級不好的預感，嗯。」<hex:02100103>埃馬內蘭的侍從：奧諾魯瓦"
122,"赫利·博爾達&庫爾特內",0,"0",0,0,1,0,0,"「赫利·博爾達！站起來！」<hex:02100103>「……是啊……我還……不能輸！」<hex:02100103>拂曉血盟：赫利·博爾達&庫爾特內"
123,"腕龍",0,"0",0,0,1,0,0,"雲冠群島中發現的古代生物。在雲海與世隔絕的環境中存活至今，給了以為它們已經滅絕的博物學家一個大大的驚喜。擁有強大的魔力，能夠操縱巨大的岩塊讓其像隕石般墜落。"
124,"暗鱗黑龍",0,"0",0,0,1,0,0,"繼承了邪龍尼德霍格血統的高級邪龍眷屬，擁有眾多的下屬。對不想參加龍詩戰爭的聖龍眷屬很不滿，屢屢與白龍維德佛爾尼爾發生衝突。"
125,"芬里爾",0,"0",0,0,1,0,0,"服從於異端者們的頭目——冰之巫女伊塞勒的古狼。是一種名為「霜狼」的古代種生物，因其讓人聯想起清冷月光的鬃毛和凜然雄姿，被以傳說中的幻獸芬里爾命名。"
126,"克拉肯",0,"0",0,0,1,0,0,"使無數船隻沉沒的海怪。幾十年前敗給大海盜霧鬚王以後，一直擔任基地的看門人。後來，敗給了來到島上的冒險者……在海上徘徊遊蕩的時候，遇到了意氣相投的麥迪遜船長。"
127,"審理神代言者",0,"0",0,0,1,0,0,"發掘喀恩埋沒聖堂的過程中，由於操作失誤被啟動的古代守護者。作為被供奉在同一聖堂的太陽與審理的女神阿澤瑪的代理人，為給盜墓者降下死刑的裁決，兩手持有恐怖的斷頭刀。"
128,"光鱗兄弟莫拉加加",0,"0",0,0,1,0,0,"輝鱗人傭兵團光鱗戰鬥團的團長兼副團長。居住在西方新大陸的獸人種族輝鱗人中，會有稀少的擁有雙頭的個體出現。他們的才能和肉體總的來說比普通個體優秀，因此成為領導者和武將、做出一番事業的比較多。"
129,"弗迪亞",0,"0",0,0,1,0,0,"出現在無限城古堡的妖異。過去曾為魔法城邦瑪哈的黑魔法師所召喚，聽從其命令攻打無限城，然而在遭到反擊後被封印了起來。是「妖異十二階」中位列第3階級的下級貴族級妖異。"
130,"卡爾克布莉娜",0,"0",0,0,1,0,0,"為守護薩雷安的魔法設施顛倒塔而創造出來的魔法人偶。為了給予其強大的力量，歷代魔法師長時間地為其注入魔力，最終變成了現在這種令人不舒服的容貌。"
131,"基路伯",0,"0",0,0,1,0,0,"無限城的白魔法師們創造出的古都守護者。運用了製作巨像兵的技術，石像的胸口和兩手中嵌入了作為核心的寶石。為了對抗妖異而生，會使用很多種白魔法。"
132,"提坦",0,"0",0,0,1,0,0,"第三星曆末期為反抗亞拉戈帝國的支配而戰的英雄。被亞蒙抓住後，他堅韌的肉體成為了長生不老計劃的實驗材料。失去了生前的記憶，變成了水晶塔防衛用的傀儡。"
133,"阿圖瓦雷爾·德·福爾唐",0,"0",0,0,1,0,0,"「我叫阿圖瓦雷爾·德·福爾唐，<hex:02100103>是福爾唐家的長子，<hex:02100103>光榮的伊修加德騎士。」<hex:02100103>福爾唐家長子：阿圖瓦雷爾·德·福爾唐"
134,"埃馬內蘭·德·福爾唐",0,"0",0,0,1,0,0,"「不必再擔憂，無需再恐懼，<hex:02100103>你的騎士埃馬內蘭來了！」<hex:02100103>福爾唐家次子：埃馬內蘭·德·福爾唐"
135,"贊德",0,"0",0,0,1,0,0,"被魔科學家亞蒙從永遠的沉睡中喚醒的亞拉戈帝國初代皇帝。為了實現長生不老計劃，他在贊德靈廟的遺體被巨大化了。並且在不死化以後被克隆出了替身。"
136,"殘暴正義號",0,"0",0,0,1,0,0,"守衛機神城的神秘合體士兵。是以防衛參謀突擊者為中心的魔法兵環旋者、算術兵欺詐者、忍術兵爆破者、武裝兵爭鬥者的合體。雖缺乏主體性，但忠誠於統帥萬事通奎克辛克斯。"
137,"薩菲洛特",0,"0",0,0,1,0,0,"三鬪神之一。被認為是世界最初的聖樹神化後的存在，受到居住在南方大陸美拉西迪亞的樹狀種族的崇敬。其操縱生命，使自己成長、巨大化的所作所為，很符合魔神之名。"
138,"芙·拉敏",0,"0",0,0,1,0,0,"「呵呵，孩子真是在不知不覺間就長大了啊。<hex:02100103>那個小小的阿希莉亞竟然變得這麼成熟了……」<hex:02100103>烏爾達哈的明星：芙·拉敏"
139,"維德弗尼爾",0,"0",0,0,1,0,0,"繼承了聖龍赫拉斯瓦爾格血統的龍族。連人類與龍族和平時期都了解的古老的龍，約束聖龍眷屬的長老般的存在。因其美麗的羽翼，又有白翼這一美稱。"
140,"暗黑之雲",0,"0",0,0,1,0,0,"統治虛無界的魔王之一。其實力深不可測，在妖異十二階中位列最強的第1階。與古代亞拉戈帝國的皇帝贊德結下了鮮血的契約，圖謀入侵物質界。"
141,"羅羅力特·納納力特",0,"0",0,0,1,0,0,"「人民與金錢都是國家的支柱，鞏固國家的基礎無法<hex:02100103>依靠風化的支柱，所以我們如今需要保存的應該是金<hex:02100103>錢財富。」<hex:02100103>東阿爾迪納德商會會長：羅羅力特·納納力特"
142,"吉布里隆",0,"0",0,0,1,0,0,"「要想把酒館經營好，<hex:02100103>秘訣就是不要隨便把客人的事情透露給他人。」<hex:02100103>忘憂騎士亭老闆：吉布里隆"
143,"拉妮艾特·德·艾因哈特",0,"0",0,0,1,0,0,"「原來你在呀？不好意思，我沒注意到。<hex:02100103>現在我正忙，你能把嘴閉上嗎？」<hex:02100103>薔薇騎兵團團長：拉妮艾特·德·艾因哈特"
144,"羅絲溫",0,"0",0,0,1,0,0,"「我們紅血聖女團最為注重的就是海盜的傳統。<hex:02100103>不為任何事物所束縛，自由地生存。<hex:02100103>我們認為這才是海盜應有的生活方式。」<hex:02100103>紅血聖女團頭領：羅絲溫"
145,"卡爾瓦蘭·德·戈爾加涅",0,"0",0,0,1,0,0,"「這種自由感讓我熱愛著這個城市，<hex:02100103>也是我成為百鬼夜行頭領的理由。」<hex:02100103>百鬼夜行頭領：卡爾瓦蘭·德·戈爾加涅"
146,"卡爾·米克",0,"0",0,0,1,0,0,"「沒辦法，從現在開始你就是我的朋友了！<hex:02100103>我叫卡爾·米克，多關照！」<hex:02100103>聖龍眷屬：卡爾·米克"
147,"招雷巨蛇",0,"0",0,0,1,0,0,"棲息在瓦努族的聖域不獲島的巨大騰雲蛇。它的鱗如同滋潤浮島的細雨一般，散發著溫潤的光澤。如果能夠從它身上剝下一片鱗帶回來，就可以做出一面如群雲般的面具了。"
148,"博物總管",0,"0",0,0,1,0,0,"博物戰艦無限迴廊中配備的無人機械。通過使用現實增強系統，讓來館者體驗亞拉戈充滿威脅性的技術，以此作為教育體感遊樂設施的一部分。不過除此之外，還擁有針對入侵者的防衛功能。"
149,"大海盜霧鬚王",0,"0",0,0,1,0,0,"「我正是大海盜霧鬚王！<hex:02100103>就讓傳說從海底甦醒一天吧！」<hex:02100103>傳說中的大海盜：霧鬚王"
150,"烏內&多加",0,"0",0,0,1,0,0,"「我們想要阻止贊德。<hex:02100103>那是真正的烏內與多加託付給我們的使命。」<hex:02100103>諾亞成員：烏內&多加"
151,"提亞馬特",0,"0",0,0,1,0,0,"塵世幻龍的七子之一，也就是七大天龍之一。與光龍巴哈姆特一起飛往南方大陸美拉西迪亞，並在那裡繁衍後代。至今仍在後悔將與亞拉戈抗爭而死去的巴哈姆特作為蠻神召喚一事。"
152,"卡洛菲斯提莉",0,"0",0,0,1,0,0,"在魔法城邦瑪哈的金字塔中，看守與妖異之間的契約石的守護者。曾經是瑪哈一名偉大的大魔法師，但自願使用將妖異血液注入到身體中的邪術加上藉助貯魔水晶的力量，讓自己變異成了永遠的守護者。"
153,"赫拉斯瓦爾格",0,"0",0,0,1,0,0,"塵世幻龍的七子之一，也就是七大天龍之一。曾經與聖女希瓦之間展開了一段超越種族的愛戀，並因此建立了人龍融合的契機。但是，人龍融合的歲月最終因人類的背叛而宣告結束。"
154,"碧企鵝",0,"0",0,0,1,0,0,"棲息在威爾布蘭德島沿岸的大型海鳥。雖然翅膀已經退化成鰭不再能飛行，但可以在海中自由游動捕食。為了將魚帶回去給小企鵝吃，能夠自由調節胃液，遇到危機時還會吐出胃液進行攻擊。"
155,"蜂鳥",0,"0",0,0,1,0,0,"南洋品種的羽毛色彩鮮豔的鳥類。為了吸食花蜜，長著形狀獨特的喙。對發光的物體感興趣，還會將貝類等整個吞下去。此外，聽說通過訓練可以模仿人類說話。"
156,"魔導死亡爪",0,"0",0,0,1,0,0,"將亞拉戈的古代兵器鋼鐵之爪改進後設計出的魔導兵器。可以使用軀體內部的葉輪在空中飛行。勾爪狀的肢體可以搬運各種各樣的物資，戰鬥時還可以用來捕捉敵兵。"
157,"液態火焰",0,"0",0,0,1,0,0,"是薩雷安的鍊金術士在得知地靈族培養低級妖異爆彈怪一事之後，嘗試重現這種培養技術時偶然創造出的魔法生物。後來將其作為使魔使用。"
158,"迷途羊羔",0,"0",0,0,1,0,0,"大冰雪時代由高地之民馴化的羊。為了獲取更多羊毛不斷對其進行品種改良，最後變成了被棉花一樣厚厚的羊毛包裹的狀態。在拉諾西亞和庫爾札斯還能看到野生的這種品種的羊羔。"
159,"郵差莫古力",0,"0",0,0,1,0,0,"「雖然走出森林，前往未知的土地有點害怕，<hex:02100103>但是不知不覺就迷上了旅行庫啵！<hex:02100103>所以莫古就正式成為了郵遞員庫啵！」<hex:02100103>郵遞員：郵差莫古力"
160,"魔導巨兵",0,"0",0,0,1,0,0,"一種無人機魔導裝甲，融合了亞拉戈古代兵器鐵巨人的設計和魔導先鋒的機體控制技術。外形更加接近人型，使得更換武裝也更加容易，從而大幅度提升了其泛用性。"
161,"博學林鴞",0,"0",0,0,1,0,0,"在迦巴勒幻想圖書館最上層的珍秘書庫擔任守護者的使魔。它和斯卡尼特一樣，是被魔法賦予了知識的守衛者。其知識量相當驚人，甚至能夠熟練使用高級魔法。"
162,"晴天霹靂托佐爾·法托特爾",0,"0",0,0,1,0,0,"統治鳥人族社會的四大「天降之人」家族之一——法托特爾家族的人。同時也是少數可以進行「請神」儀式的高位祭司之一，曾在塞爾法特爾嘗試召喚迦樓羅。"
163,"至尊亞歷山大",0,"0",0,0,1,0,0,"守護亞歷山大機神城真正核心的最終要塞。它是控制核心的中樞機關的一部分，因此在一定條件下可以操縱時間。它會對給理想鄉造成威脅之人降下神聖審判。"
164,"直爽的三兄弟",0,"0",0,0,1,0,0,"「你可要變成一名出色的冒險者，<hex:02100103>好讓我今後為與你相遇而感到自豪啊！」<hex:02100103>直爽的三兄弟：布萊蒙達&布萊蒙迪&布萊蒙德"
165,"桑克瑞德（蒼穹）",0,"0",0,0,1,0,0,"「我把黑曜石削尖來代替匕首，<hex:02100103>每天依靠魔物的皮和肉過著野外生活……」<hex:02100103>拂曉血盟：桑克瑞德"
166,"雅·修特拉（蒼穹）",0,"0",0,0,1,0,0,"「瑪托雅老師一生都在追求『世界的真理』，<hex:02100103>在這條路上，我一定要比老師走得更遠。」<hex:02100103>拂曉血盟：雅·修特拉"
167,"奈爾·範·達納斯",0,"0",0,0,1,0,0,"「淨化之時到來了……<hex:02100103>用我這絢麗的光芒將一切汙穢燃燒殆盡吧！」<hex:02100103>第七軍團軍團長：奈爾·範·達納斯"
168,"索菲婭",0,"0",0,0,1,0,0,"三鬪神之一。曾被美拉西迪亞的多民族國家信仰，是掌管智慧的女神。神話中說，她為了讓各個不同的種族和平相處，將「均衡」和「調和」的智慧灌輸給了人們。"
169,"奧猴",0,"0",0,0,1,0,0,"棲息在森林地帶的猴子。以首領奧猴為中心，由幾十隻奧猴組成集體過群居生活。用長長的尾巴和靈活的手掌在樹木之間穿梭。原本的主食主要是水果，但近年愛吃豆子的奧猴越來越多，甚至會去糟蹋人類的田地。"
170,"精金龜",0,"0",0,0,1,0,0,"原產於薩維奈島的巨大陸龜。在第六星曆末期，用以慶祝祭典而引進的渡渡鳥蛋中混入了精金龜的蛋，其中一部分蛋成功孵化，長成了野生的精金龜。在格里達尼亞，人們對於該不該驅逐這種外來物種各執一詞，爭論不休。"
171,"魔導先鋒",0,"0",0,0,1,0,0,"裝備有陶瓷合金鑽頭，以攻城破壁為主要功能的無人機魔導裝甲。除了上述用途，也能作為對抗攻城的兵器用於防衛。也有強化了裝甲的重裝型、增加了機動性的強襲型等其它型號。"
172,"魔導炮艇",0,"0",0,0,1,0,0,"加雷馬帝國軍製造的小型戰鬥用飛空艇。除了用於對地火力鎮壓，還可以利用機械臂輔助軍事設施建設，也能用於運輸數名士兵。從工兵隊到運輸隊，幾乎所有部隊都配備了它。"
173,"兔女郎",0,"0",0,0,1,0,0,"「歡迎來到金碟遊樂場。<hex:02100103>請在這美麗的夢幻世界中盡情享受吧！」<hex:02100103>曼德維爾金碟遊樂場：兔女郎"
174,"熔岩蠍",0,"0",0,0,1,0,0,"棲息在索姆阿爾靈峰最深處岩漿裡的大型生物。原本被龍族的魔力所封印，但由於一直守護著靈峰的龍族消失，熔岩蠍也變得活躍起來，受其影響，原本沉寂的靈峰火山也開始活動。"
175,"魔導獵手",0,"0",0,0,1,0,0,"加雷馬帝國軍開發的最新型騎乘用魔導裝甲。在「死神」型的基礎上安裝了機械臂以增加近戰能力。另外，為了投入量產，其裝甲也被簡化了。"
176,"魔導浮空裝甲",0,"0",0,0,1,0,0,"加雷馬帝國軍開發的單人魔導浮空裝甲。雖然至今為止的浮空裝甲大多是像帝國魔導主宰一樣的大型機，但最近通過引入「死神」型的技術，開發了這個靈活的單人浮空裝甲。"
177,"鐵面公卿",0,"0",0,0,1,0,0,"「這對眼睛不是人類可以觸及的？<hex:02100103>那我就變成惡鬼！」<hex:02100103>鐵面公卿：伊爾伯德"
178,"羅蘭德",0,"0",0,0,1,0,0,"「是的……這裡對所有人開放，是自由的天堂。<hex:02100103>客人們以今日的娛樂忘記憂愁，用最好的狀態面對明天。」<hex:02100103>曼德維爾金碟遊樂場副主管：羅蘭德"
179,"虛空迪亞波羅斯",0,"0",0,0,1,0,0,"吸收影之女王斯卡哈的力量後變得更加強大的迪亞波羅斯。不僅用硬質化的影子武裝了全身，還將影之手呈翼狀展開，強化了飛行能力。其力量足以躋身妖異十二階的最高階。"
180,"武裝重甲",0,"0",0,0,1,0,0,"加雷馬帝國軍配備的大型魔導裝甲。採用多足步行方式，增強了平衡性並且可以攜帶更多武裝。另外，駕駛席設定在裝甲內部，從而也增強了對駕駛員的保護。"
181,"吉吉",0,"0",0,0,1,0,0,"「就算我還是魔法人偶的樣子……<hex:02100103>父親也願意認我這個兒子嗎？」<hex:02100103>魔法人偶：吉吉"
182,"祖爾宛",0,"0",0,0,1,0,0,"三鬪神之一。南方大陸美拉西迪亞的人馬族所信仰的代表無限的神明，相傳其位於所有蠻神的頂點。其揮舞著戰斧毫不留情斬殺邪惡的形象作為勝利的象徵而受到崇拜。"
183,"鯰魚精",0,"0",0,0,1,0,0,"生活在東方地域的獸人種族。身材矮胖，擅長游泳，主要靠刺魚捕魚為生。雖然有一部分鯰魚精已經移居到其他種族的城市裡生活並掌握了文明，但還是有不少鯰魚精至今仍屬於野生。"
184,"甲人",0,"0",0,0,1,0,0,"自古以來就生活在紅玉海的海洋居民。擅長在水中活動，將豐富的海產當作日常食糧。信奉寄宿於萬物之中的普天諸神，熱衷收集能夠寄宿神明的奇珍異寶。"
185,"阿難陀族",0,"0",0,0,1,0,0,"生活在基拉巴尼亞邊區的原住民。特點是上半身為人形，下半身為蛇形，且種族之中只有女性。另外，這個種族代代相傳著利用魔法使金屬成型的技術，能夠製出美麗的首飾。"
186,"梅·娜格",0,"0",0,0,1,0,0,"「明白！<hex:02100103>保證完成任務！」<hex:02100103>阿拉米格解放軍：梅·娜格"
187,"琴風",0,"0",0,0,1,0,0,"「我會準備上好的美酒和佳餚，<hex:02100103>歡迎你們隨時過來。」<hex:02100103>潮風亭老闆娘：琴風"
188,"長毛象",0,"0",0,0,1,0,0,"生活在寒冷地帶及寒冷山區的大型食草動物。基本上性情溫和，但一旦有人貿然接近，它們就會陷入狂暴狀態，晃動巨大的象牙到處破壞。因此，就連大型食肉獸也很少將它們作為狩獵的對象。"
189,"弗巴德",0,"0",0,0,1,0,0,"在鹽湖等鹽產豐富的地方自然形成的一種巨像。在基拉巴尼亞地區流傳著一則軼事：很久以前破壞神告誡一位女子離開城市的時候不能回頭，然而那名女子卻沒能遵守諾言，最後就淪為了弗巴德。"
190,"須佐之男",0,"0",0,0,1,0,0,"由甲人族召喚來的豪勇之神。是甲人族所信仰的普天諸神之一，寄宿於三神器中的神明，同時也被稱為海神。將戰爭視為祭典般享受，任誰前來挑戰，他都會毫不留情地揮下神劍「天之叢雲」。"
191,"吉祥天女",0,"0",0,0,1,0,0,"阿難陀族召喚來的美豔之神。不僅美麗，還擁有豐收與治癒之力。據神話中記載，她還曾將自己的一部分力量賜予了阿難陀族。她是一位十分溫柔的神明，會用「魅惑擁抱」治癒所有信徒的心。"
192,"格林瓦特",0,"0",0,0,1,0,0,"「哇哈哈哈哈！<hex:02100103>今天我是走了大運了！」<hex:02100103>第十二軍團：格林瓦特"
193,"羅生",0,"0",0,0,1,0,0,"「……雖然有許多地方需要糾正，<hex:02100103>不過我們這些人本來就沒那麼多講究。」<hex:02100103>海賊眾頭領：羅生"
194,"其日娜",0,"0",0,0,1,0,0,"「我們模兒部<hex:02100103>是遵從神諭來生活的。」<hex:02100103>模兒部少女：其日娜"
195,"瑪格奈",0,"0",0,0,1,0,0,"「我們奧羅尼部乃是太陽神之子。<hex:02100103>僅憑一紙契約無法獲得神之子的身份。」<hex:02100103>奧羅尼部的長兄：瑪格奈"
196,"紗都",0,"0",0,0,1,0,0,"「沒錯，朵塔兒部都是最勇敢的戰士，<hex:02100103>我們對死亡沒有任何恐懼。」<hex:02100103>朵塔兒部族長：紗都"
197,"神龍",0,"0",0,0,1,0,0,"不依附於信仰的破壞之神，是伊爾伯德為了消滅帝國用同胞的犧牲與龍眼召喚來的。它的外表之所以呈現龍形，據推測是由於它能夠超越巴哈姆特。"
198,"夜露",0,"0",0,0,1,0,0,"「我的仇恨是永無止境的，<hex:02100103>現在這些還遠遠不夠……」<hex:02100103>多瑪代理總督：夜露"
199,"可露兒·巴爾德西昂",0,"0",0,0,1,0,0,"「哎呀呀，<hex:02100103>有求於人怎麼能用這種口氣呢？」<hex:02100103>拂曉血盟：可露兒·巴爾德西昂"
200,"莉瑟",0,"0",0,0,1,0,0,"「這還用說嗎？！<hex:02100103>我一定全力以赴來完成這個任務！」<hex:02100103>拂曉血盟：莉瑟"
201,"芝諾斯·耶·加爾烏斯",0,"0",0,0,1,0,0,"「盡全力取悅我吧！<hex:02100103>這樣還可以讓你多活一會兒！」<hex:02100103>第十二軍團軍團長：芝諾斯·耶·加爾烏斯"
202,"飛燕",0,"0",0,0,1,0,0,"「那麼，你們要作何選擇？<hex:02100103>是取走我的首級……還是成為我的利刃？」<hex:02100103>多瑪國主：飛燕"
203,"苔小妖",0,"0",0,0,1,0,0,"偏愛濕潤土地的草木綱魔物。外表如同球形的苔蘚並長有雙腳，在水分充足時會變得比平時更活躍。具有在察覺到即將變乾燥時，複數的個體會聚在一起防止水分蒸發的奇特習性。"
204,"洽普利蚱蜢",0,"0",0,0,1,0,0,"棲息於基拉巴尼亞等地的百蟲綱魔物。頭部長有刀片狀的角，用來切割作為食物的植物枝條和葉子。基本上屬於草食魔物，但是也具有興奮時會襲擊人畜的野性。超級發達的後腳能夠產生非常強力的跳躍力。"
205,"盧恩人食肉者",0,"0",0,0,1,0,0,"居住在基拉巴尼亞的盧恩族生性兇猛，有襲擊人類並食用的習慣。加雷馬帝國認為盧恩族並非人族而只是野生動物，因此盧恩族雖然是當地居民的威脅，但仍然被長期放置無人管理。"
206,"直言不諱 赫羅德里克",0,"0",0,0,1,0,0,"曾經是阿拉米格最後的王——泰奧德里克的表兄弟、王位繼承權第5位的大貴族。正義感非常強烈，曾反覆諫言給失控的國王。但是反而被安上了叛國的罪名從而被幽禁，最終被咒術變成了怪物。"
207,"芙朵拉·雷姆·盧普斯",0,"0",0,0,1,0,0,"「我……不是阿拉米格人，是加雷馬帝國人！」<hex:02100103>骷髏連隊千夫長：芙朵拉·雷姆·盧普斯"
208,"人馬王洛弗卡勒",0,"0",0,0,1,0,0,"在拉巴納斯塔的地下深處等待著冒險者們到來的異形生物。應該是被「聖石」所變異的古代將軍，但是詳細經過不明。其外觀有如駕馭雙輪戰車馳騁於戰場的老將。"
209,"冷血劍阿加斯",0,"0",0,0,1,0,0,"手持「聖石」的貴族風貌的青年變異後的形態。會分別使用真實的面具與虛假的面具，舉動有如神明一樣尊大狂傲。原本應該是被封印在王都勒薩利亞的遺跡裡，看來是因為某種原因而覺醒了。"
210,"勞班&皮平",0,"0",0,0,1,0,0,"「哼……你長進了不少啊，皮平！」<hex:02100103>「您又拿我開玩笑……<hex:02100103>分明是您想考考我的身手，才故意給敵人留出可乘之機。」<hex:02100103>恆輝隊局長勞班/皮平協耀將"
211,"高加顱",0,"0",0,0,1,0,0,"將暫時的生命賦予給泥塑的身體而製作出來的東方式巨像。一般都是陰陽師或風水師用來使役的式神。據說其臉部造型源自身為古代宦官的初代發明者，但詳細不得而知。"
212,"安居鮟鱇",0,"0",0,0,1,0,0,"棲息於東方的鬼鮟鱇的近親。因其身體十分柔軟，又有一張一直張著大口的臉，所以看起來十分愚鈍，因此又得名暗愚魚。叫著叫著叫法就變成了鮟鱇魚。"
213,"導航系統",0,"0",0,0,1,0,0,"用來指引魔大陸設施的導航系統。其操作系統採用的乃是統合了軍用與民用規格的初代通用規格「系統2000」，但是據說其計算數值如果超過2的16次方就會引發系統出錯。"
214,"湛水",0,"0",0,0,1,0,0,"「身為海賊眾，我也不指望會遇到什麼好臉色。<hex:02100103>但是，我們收不到紅玉錢，<hex:02100103>可不能保證你們在海上的安全。」<hex:02100103>海賊眾副首領：湛水"
215,"玄武",0,"0",0,0,1,0,0,"「嚯嚯嚯。<hex:02100103>不愧是打敗豪神須佐之男的人。」<hex:02100103>四聖獸：玄武"
216,"白虎",0,"0",0,0,1,0,0,"「來鎮撫我的荒魂吧！」<hex:02100103>四聖獸：白虎"
217,"阿雷恩瓦爾德·倫提努斯",0,"0",0,0,1,0,0,"「阿巴和奧莉……為了救我而犧牲了。<hex:02100103>即使是為了這些拂曉的同伴，我也要好好戰鬥。」<hex:02100103>拂曉血盟：阿雷恩瓦爾德·倫提努斯"
218,"狼人族",0,"0",0,0,1,0,0,"起源為東洲奧薩德大陸的擁有狼頭的獸人種族。作為尚武之民而聞名，在戰亂時期部分部族與地方豪族結下了主從關係，最終成為了多瑪重要的成員。在帝國統治期，有相當一部分的狼人族被徵兵帶走了。"
219,"漢考克",0,"0",0,0,1,0,0,"「失敬、失敬。<hex:02100103>我們烏爾達哈人就是心直口快，<hex:02100103>我在這邊也因為這個壞毛病碰到了不少麻煩。」<hex:02100103>東阿爾迪納德商會掌櫃：漢考克"
220,"翡翠&紅",0,"0",0,0,1,0,0,"「如果不信，就離近點看看吧。<hex:02100103>看看我究竟是紅……還是翡翠？」<hex:02100103>紅玉公主：紅<hex:02100103>紅的友人：翡翠"
221,"輪入道&片輪車",0,"0",0,0,1,0,0,"在東方地域被製造出來的一種魔法人偶。其奇妙的外形之所以會是貼著男女兩張面具的牛車車輪，是因為再現了當地「會奪走看到之人的靈魂的妖怪」的傳說。似乎也有為了恐嚇非法入侵者的意圖。"
222,"旗本",0,"0",0,0,1,0,0,"戰死沙場的鎧甲武士的死靈。旗本原本是遠東之國的一種武士階級，戰亂時期常作為貴族們的近衛兵戰鬥，很多人會因此死在戰場上。據說東方地域時常能見到身著鎧甲的亡靈。"
223,"雪童子",0,"0",0,0,1,0,0,"葉小妖的近親。雪童子會收集禾本科植物的莖並將其蓋在身上，以此來抵擋積雪和嚴寒。這種行為被稱作圍席。順便一提，東方的人們模仿雪童子的習性，發展出了冬季用來保護樹木的園藝技術。"
224,"齊天大聖",0,"0",0,0,1,0,0,"活過千年得到了神通力的猿形瑞獸。為了防止其師製造出來的操控時間的神器——風水玉手箱不被壞人惡用，一直住在岩燕廟周邊。另外，其名字似乎有「與天同高」的意思。"
225,"蛭子",0,"0",0,0,1,0,0,"天之御柱30層中的敵人。為了培育能夠對抗靈災規模的災厄的英雄，作為測試候選人實力的一關擋在了他們的面前。其生成過程似乎使用了已經失傳的禁忌之術。"
226,"幸福兔",0,"0",0,0,1,0,0,"傳聞中能夠帶來幸福的奇妙的小動物。雖不知其選擇標準為何，但據說會指引中意的人前往財寶所在之處。參加優雷卡調查的人們之間流傳著數條目擊情報，可其生態依然成謎。"
227,"婁希",0,"0",0,0,1,0,0,"在極寒的恆冰地帶被確認到的大型妖異。活用巨量魔力收束了環境乙太，以此做出冰刃來武裝自己。妖異學者的研究還在進行中，但由於其率領著大量部下，可以認為其身份高於下級貴族。"
228,"月讀",0,"0",0,0,1,0,0,"降臨於多瑪的蠻神。藉助帝國軍從紅甲族那裡得到的神器「白銅鏡」的力量得以現世。不過，根據東方傳說，月讀是統治夜晚和月亮之神，傳說中多是男性的姿態。"
229,"鬼龍雅茲瑪特",0,"0",0,0,1,0,0,"出現於機工都市高古的遺跡中的怪物。其真身是被度瑪聖石變為異魔的邦加莫南。雖然不知道聖石究竟反映了邦加莫南怎樣的願望，才能讓他變為可怕的鬼龍。"
230,"豪雪",0,"0",0,0,1,0,0,"「老夫乃是多瑪國武士大將豪雪！」<hex:02100103>多瑪國武士大將：豪雪"
231,"機關般若",0,"0",0,0,1,0,0,"應用了多瑪自古傳承下來的技術，由遠東之國的人偶師設計的武裝機關人偶。特徵是裝飾著有著強烈嫉妒和怨恨之心的女鬼的面具。不僅裝備有弩弓和金棒，部分個體還擁有自爆功能。"
232,"姆德斯德",0,"0",0,0,1,0,0,"渾身肌肉的大型妖異。在加雷馬帝國入侵的時候，阿拉米格的宮廷魔法師孤注一擲，將戰死的高地之民和紅焰之民男性士兵作為媒介召喚出了姆德斯德，因此經常能在基拉巴尼亞地區目擊到其身影。"
233,"枯腐泥妖",0,"0",0,0,1,0,0,"在聖茉夏娜植物園確認到的個體，真身其實是受到特殊泥土影響而異常活性化的葉小妖。頭上的葉子枯萎掉落，導致看起來像是戴著一頂王冠，因此又被稱為汙泥王。"
234,"霧龍",0,"0",0,0,1,0,0,"被古代亞拉戈文明拘束並接受了魔科學改造的龍族。至今仍然被束縛在終末焦土地帶。並且早已失去了理性，僅僅順著防衛本能在運用魔力操縱迷霧，襲擊任何來往的活物。"
235,"朱雀",0,"0",0,0,1,0,0,"「典膳……<hex:02100103>請你守望著我吧……」<hex:02100103>四聖獸：朱雀"
236,"帕祖祖",0,"0",0,0,1,0,0,"出現在常風地帶的大型妖異。因其擅長操控風屬性魔力，在那裡調查的冒險者們將其稱為暴風魔王。但究竟是怎樣顯現在物質界的，至今仍沒有結論。"
237,"彭忒西勒亞",0,"0",0,0,1,0,0,"出現在湧火地帶的大型妖異。因其擅長操控火屬性魔力，被人們稱為火焰女王。看來它是垂涎湧火之地具有強烈火屬性之力的乙太，而想要在這裡完成更進一步的進化。"
238,"朝陽·薩斯·布魯圖斯",0,"0",0,0,1,0,0,"「難道你要為了那個女人對我動手嗎？<hex:02100103>她可是你們的敵人！而我是帝國的全權大使！」<hex:02100103>全權大使：朝陽·薩斯·布魯圖斯"
239,"保鏢&大五郎",0,"0",0,0,1,0,0,"「景山身上已經抽不出油水……<hex:02100103>那也沒必要繼續為他賣命了……恕不奉陪！」<hex:02100103><hex:02100103>保鏢&大五郎"
